Filename,Clasificacion,Rectangularity1,Rectangularity2,HMean,SMean,Vmean,MeanGray,Eccentricity,Ellipcity,Orientation,Amount of touching pixels,Amount of Skin,Number of touched corners,Hue std,Perimeter,Compactness1,CentroideX,CentroideY,Size1,Size2,Polygonfillrate,Skinfillrate,Areacara
IMAGEN (39).jpg,Pornografico,0.444481679,0.737333944,20.39136512,92.8486567,161.353757,0.493522794,0.46706799,0.162687704,-0.20271062,117567,0.635089501,1,44.65153035,5612.744658,0.042062549,297,311,34.32535807,5.239583333,62.4681997,40.59863281,0
IMAGEN (390).jpg,Pornografico,0.566418826,0.676402705,12.07125687,106.8089835,186.9637157,0.716092033,1.156569697,0.279970213,-0.565483888,208526,1.113395467,1,4.690393583,5233.201369,0.075399656,317,309,53.49007161,11.1422526,71.69616054,71.97070313,0.029564039
IMAGEN (391).jpg,Pornografico,0.290917219,0.475708393,27.23809134,41.78273858,205.5337207,0.344205271,0.295016143,0.304657156,0.948125538,0,0.044795132,0,54.61694941,788.6589463,0.128162315,269,332,2.064941406,1.989908854,29.92488904,15.85709635,0
IMAGEN (392).jpg,Pornografico,0.513210126,0.214138333,21.93109368,59.11302033,207.3522865,0.542375347,1.272772686,0.563653515,0.703729684,0,0.197825469,0,42.8215551,1651.1829,0.127679976,321,356,9.017415365,4.313802083,48.16238053,22.41927083,0
IMAGEN (393).jpg,Pornografico,0.381304677,0.562485061,19.7361406,56.25666431,212.6882519,0.497619507,0.365394173,0.598613921,0.338323623,0,0.24523861,0,44.06579189,2390.964646,0.0776068,228,359,11.49251302,6.295410156,50.50927195,26.93033854,0
IMAGEN (394).jpg,Pornografico,0.406421248,0.452956934,17.1442688,82.43042919,165.3497292,0.575979796,0.318238299,0.267738883,-0.5797155,0,0.793725838,0,31.00866475,5052.705986,0.052386053,299,292,34.64436849,16.27994792,63.3488341,51.55891927,0
IMAGEN (395).jpg,Pornografico,0.455771984,0.542505031,18.08883692,67.2860337,158.0656383,0.437204751,0.861402489,0.373532997,0.751991573,0,0.686039175,0,27.39144869,3760.645886,0.121627373,344,176,44.55794271,3.187825521,52.57267652,44.09602865,0
IMAGEN (396).jpg,Pornografico,0.647934783,0.675102041,12.5960263,133.6879646,203.8522298,0.681732419,0.619550468,0.605658501,0.572029521,0,0.123283004,0,15.24658802,696.7594514,0.524580535,433,414,6.597005208,6.4609375,75.80166662,43.43294271,0
IMAGEN (397).jpg,Pornografico,0.64445503,0.554405757,26.55448899,103.4148692,161.3948052,0.625447017,0.739853237,0.325072047,1.418146998,0,0.0857061,0,44.92294776,965.002092,0.228196935,223,407,5.504720052,4.722981771,61.01717796,14.08691406,0
IMAGEN (398).jpg,Pornografico,0.516834643,0.505762011,17.26254654,56.46772606,223.4181283,0.44518617,0.670214231,0.430754523,0.741309106,0,0.68602705,0,37.2086191,4473.108007,0.092647072,343,288,48.01969401,2.493489583,64.89000399,44.16536458,0
IMAGEN (399).jpg,Pornografico,0.542940456,0.416560871,13.66732905,93.0295895,182.8264808,0.644158319,0.432505759,0.598073332,1.355659548,0,0.601719196,0,15.71254519,2551.089537,0.191592006,312,331,32.29964193,4.327473958,64.99335757,47.32096354,0.033971587
IMAGEN (40).jpg,Pornografico,0.457865617,0.768548574,39.41098293,109.2165216,175.7253761,0.478529987,0.250468187,0.57418408,-0.608689307,0,0.143976334,0,50.79332605,1589.124025,0.128979564,366,237,8.43733724,1.783365885,55.50174489,14.5563151,0
IMAGEN (401).jpg,Pornografico,0.537264731,0.48928601,61.40200274,84.08685525,183.4220019,0.512189716,1.235909905,0.312933964,0.92560603,127105,92.25348024,1,77.31531881,5786.774962,0.049832219,286,205,43.22672526,3.0078125,57.49292609,45.71679688,0
IMAGEN (402).jpg,Pornografico,0.463404842,0.697521058,19.95293367,65.34716199,191.3054688,0.418776573,0.620123077,0.265820469,0.281020741,0,33.5319225,0,33.7120074,3219.713996,0.095210044,228,271,25.56738281,6.145996094,60.98028308,32.51757813,0
IMAGEN (403).jpg,Pornografico,0.444166786,0.495260134,109.6147816,102.5758848,166.6319184,0.482661723,0.414702098,0.2881239,-0.821594047,0,37.41272807,0,77.63163091,5346.813634,0.056857956,256,228,42.10660807,0.948893229,54.94949576,47.68326823,0
IMAGEN (404).jpg,Pornografico,0.429678276,0.542004661,10.99724594,219.3970316,158.3690509,0.564532271,0.596948654,0.328373248,1.223410364,0,15.28689966,0,5.077485621,3433.716954,0.064168851,486,161,19.59847005,10.73258464,60.66814706,47.74804688,0
IMAGEN (405).jpg,Pornografico,0.603969306,0.751053487,32.75083598,84.40559176,162.3700091,0.495948727,0.659982232,0.536283555,0.535371871,69411,11.38663644,1,43.54722502,1488.253967,0.352515402,229,325,20.22558594,6.729980469,72.68198455,29.72591146,0
IMAGEN (406).jpg,Pornografico,0.460181743,0.593789499,38.5645627,78.77935308,118.5221762,0.382863481,0.683834858,0.453076146,0.491630125,65243,9.507800147,1,57.05940718,3715.613491,0.058625323,243,255,20.96598307,5.311035156,48.11818127,25.62955729,0
IMAGEN (407).jpg,Pornografico,0.528688298,0.636506606,23.9048444,127.8802873,128.931518,0.706140494,0.697530903,0.431494474,-0.537492679,0,10.97028682,0,48.29589776,2324.077344,0.147057654,298,176,20.57584635,7.017415365,66.18171314,34.88541667,0
IMAGEN (408).jpg,Pornografico,0.635886489,0.595927329,23.18447299,77.84689872,178.028317,0.54604188,0.748883873,0.205475893,0.132551532,0,4.042790182,0,38.38704938,1583.962554,0.191377732,195,249,12.43798828,9.321451823,60.34726559,32.78352865,0
IMAGEN (409).jpg,Pornografico,0.595847178,0.589124056,23.91925456,63.91030273,146.6112598,0.509345703,0.501486204,0.179051853,-0.42456138,156471,15.03392628,1,34.77610409,3451.221572,0.192413457,324,279,59.36767578,8.362630208,65.69160532,51.46809896,0
IMAGEN (41).jpg,Pornografico,0.245447834,0.384736871,43.35468478,52.50883696,223.0327283,0.345119565,0.876796113,0.243057074,-0.182012158,0,8.347215711,1,66.7808838,5211.901946,0.031181704,245,304,21.94124349,4.943196615,37.27410832,33.1188151,0
IMAGEN (410).jpg,Pornografico,0.462218681,0.50032812,38.81060556,102.9258826,147.5622539,0.471550152,0.786531115,0.512708806,0.140730194,0,8.023024994,1,56.48323482,4406.671499,0.062019538,290,243,31.19742839,2.171386719,51.17168643,38.4827474,1.284912423
IMAGEN (411).jpg,Pornografico,0.685943795,0.429150843,13.61241043,81.2866806,166.8541866,0.691305069,0.353501002,0.331152647,-1.0159511,0,14.20389173,0,17.15557859,2685.006276,0.359092642,304,225,67.06038411,5.407552083,78.45158968,69.11132813,0
IMAGEN (412).jpg,Pornografico,0.570708407,0.432888333,35.23583984,81.88847331,138.4937793,0.486191406,0.697428511,0.480192478,1.162368904,0,9.239763188,0,47.91916266,3477.713996,0.181498393,293,267,56.86295573,5.643880208,66.42797257,49.42220052,0
IMAGEN (413).jpg,Pornografico,0.609696404,0.816134866,23.71108655,104.2734541,151.7938344,0.631790927,0.550459133,0.424182801,-0.484210263,0,2.4579218,0,35.59624601,1357.643794,0.246592974,155,306,11.77392578,4.618652344,53.73795826,27.43098958,0
IMAGEN (414).jpg,Pornografico,0.684508067,0.716001454,74.16597634,195.3858418,88.58652772,0.609163259,1.03332398,0.498660634,-1.547326459,0,3.808980751,0,80.24312863,2333.540331,0.130252326,133,221,18.37320964,15.90250651,65.74364223,40.28971354,0
IMAGEN (415).jpg,Pornografico,0.472879567,0.56814742,13.92867607,245.7589473,156.3925309,0.579116564,1.48321983,0.472466995,0.657776986,0,2.967789428,0,25.58198395,1702.288455,0.179680283,346,189,13.48763021,7.582356771,54.9731012,32.60026042,0
IMAGEN (417).jpg,Pornografico,0.676706708,0.631783137,30.15697917,62.3002474,202.3782552,0.680120443,0.688668499,0.448435591,1.109181235,0,100,0,46.86256793,5659.228714,0.081270343,371,225,67.42415365,4.161295573,69.97533951,68.38704427,0
IMAGEN (418).jpg,Pornografico,0.614425687,0.42667439,19.89678695,66.08444312,208.8725013,0.671909888,0.774935322,0.268437882,1.113172741,202218,49.10420724,1,32.34826739,3779.866233,0.162045217,359,222,59.97330729,9.156901042,73.02899039,66.61588542,0
IMAGEN (419).jpg,Pornografico,0.529395117,0.538591507,58.27793149,65.44822546,159.7119606,0.55205863,0.266327464,0.197456609,-1.421538732,0,23.05738552,0,71.46742588,3920.76782,0.10468256,357,244,41.68554688,11.72558594,56.83449571,56.77018229,0.488200811
IMAGEN (420).jpg,Pornografico,0.81064421,0.51427288,15.91631373,69.1594264,224.9923211,0.759354441,0.591093713,0.67647453,-0.695416242,0,18.4449971,0,15.5750929,2337.241774,0.361057491,312,330,51.09195964,23.10611979,72.62481625,71.58365885,0
IMAGEN (421).jpg,Pornografico,0.689362689,0.50434492,17.71628996,91.69307521,162.9448539,0.664298349,1.506175468,0.187624779,0.758545116,0,20.2034723,0,30.56894962,4173.991124,0.148897361,307,216,67.19840495,0.491210938,71.13371927,66.65755208,0
IMAGEN (422).jpg,Pornografico,0.717754668,0.420058125,14.72559458,90.41446004,181.1591399,0.699038993,0.698002413,0.40322267,1.133221043,0,16.76778682,0,10.49945606,3715.734198,0.188266918,289,228,67.33365885,1.060709635,72.71754662,65.97688802,0
IMAGEN (423).jpg,Pornografico,0.704385724,0.496460611,15.94521067,83.2454389,179.0894101,0.725442416,0.49376192,0.328352901,1.513715544,0,14.62596905,0,22.80453575,4004.025612,0.15664284,290,221,65.0538737,2.305826823,74.438879,67.65071615,0
IMAGEN (424).jpg,Pornografico,0.705776935,0.824675325,85.67,76.50333333,74.52,0.65,0.556466437,0.688506723,0.071307465,0,0.013792225,0,86.00457992,64.97056275,0.4882255,267,71,0.053385417,0.020670573,7.690567745,0.404622396,0
IMAGEN (425).jpg,Pornografico,0.463996615,0.593570165,32.96585124,153.4718673,102.9909824,0.547967657,0.476473901,0.297600233,0.589660977,0,5.6211149,0,56.26415149,2750.805266,0.119275348,209,245,23.37972005,4.018229167,55.08332832,35.14355469,0
IMAGEN (426).jpg,Pornografico,0.547109085,0.6169517,73.88563868,107.1321737,143.3395539,0.501377167,0.495675628,0.409127974,-0.446982485,0,6.27295461,1,78.10290075,3861.755626,0.084802521,377,246,32.76025391,1.56266276,55.4584616,37.12304688,0
IMAGEN (427).jpg,Pornografico,0.664019431,0.330555164,15.57631793,104.9583594,140.2496501,0.685672554,0.888095211,0.285019446,0.865228149,201862,11.00587199,1,36.96966264,5098.843938,0.094137058,337,222,63.3976237,5.428222656,69.10092383,67.58040365,0
IMAGEN (428).jpg,Pornografico,0.428260502,0.735927819,13.59888671,85.30487619,179.9076068,0.501601279,0.39028546,0.073046909,0.544280485,0,6.212882013,0,20.59324316,3708.868325,0.092928373,283,354,33.11311849,6.254557292,58.49118809,43.34440104,0
IMAGEN (429).jpg,Pornografico,0.676558522,0.559371632,16.97974402,130.7612699,166.6120047,0.579059176,0.666310234,0.277383746,-0.601682532,0,8.146836793,1,28.85928752,5350.6816,0.088996048,330,273,66.00211589,3.387207031,66.56050583,59.38085937,0
IMAGEN (43).jpg,Pornografico,0.723052088,0.48088892,19.18508472,111.6633611,111.4913061,0.703050651,0.708519764,0.197440034,1.453687582,0,1.428774771,0,24.7919835,981.8893937,0.411600816,541,89,10.27945964,9.847330729,40.09673878,24.9469401,0
IMAGEN (430).jpg,Pornografico,0.479260169,0.610716494,22.49730286,73.62867478,191.6042395,0.472367271,0.523937074,0.22695736,0.95155389,0,3.577490369,0,38.51110353,3892.836795,0.061526728,306,295,24.15266927,1.614420573,58.93552104,27.72786458,0
IMAGEN (431).jpg,Pornografico,0.503401361,0.68267209,15.14837209,55.82604651,156.2334884,0.530697674,0.25309871,0.27883634,0.71883,0,0.049649732,0,1.49598988,222.0832611,0.263959909,86,282,0.337239583,0.064615885,8.923485855,0.684895833,0
IMAGEN (432).jpg,Pornografico,0.630058673,0.185851769,16.26693127,63.92780193,164.2543943,0.621621622,0.412816986,0.206594996,0.20401798,0,0.424420503,0,28.65328996,575.7056275,0.353631461,260,253,3.036132813,2.904296875,36.63121762,8.793945313,0
IMAGEN (433).jpg,Pornografico,0.321441434,0.377521491,9.171896525,62.51676106,137.4757896,0.427878973,0.416853174,0.314764288,1.41419445,0,0.358235683,0,22.39944608,1011.813275,0.075538197,255,310,2.003255208,1.891601563,37.07746942,5.317057292,0
IMAGEN (434).jpg,Pornografico,0.612234179,0.749488558,33.23057699,100.4748344,147.8503813,0.613514827,0.230952732,0.134631282,0.523684661,0,3.302894858,0,58.05637823,3179.991124,0.096290646,402,277,25.22347005,6.400553385,62.1705893,34.35742188,0
IMAGEN (435).jpg,Pornografico,0.695004688,0.50247547,22.02674061,88.85742329,148.4790249,0.574536169,0.507752459,0.113505655,-1.375851742,0,2.809234053,0,43.09832107,2264.025612,0.184529681,462,280,24.50179036,12.40055339,54.34820604,38.90429688,0
IMAGEN (436).jpg,Pornografico,0.639067008,0.524598409,33.01325301,99.99219019,137.2409208,0.506540448,0.823968393,0.645349097,0.447374181,0,0.894760384,1,57.20443377,1112.281313,0.220399345,472,172,7.063313802,6.10921224,43.12308688,22.63671875,0
IMAGEN (437).jpg,Pornografico,0.499254721,0.598679473,50.51531211,96.69288856,132.8282468,0.522161709,0.078709924,0.154229028,-0.334736837,0,1.824862804,0,71.12922308,2603.599205,0.087290552,468,217,15.32796224,9.803873698,59.5415488,33.14192708,0
IMAGEN (438).jpg,Pornografico,0.537178033,0.772184985,38.38831292,116.6238608,177.5111551,0.572699905,0.803966829,0.33014764,0.396959642,0,2.448891638,0,38.81027519,1916.957503,0.219698763,329,305,20.9132487,12.08577474,67.04473767,33.99088542,0
IMAGEN (439).jpg,Pornografico,0.71326544,0.501069169,20.60344828,59.82311622,128.7330779,0.666666667,4.506595465,0.849588187,1.512890122,0,0.036785057,0,47.60331737,208.5269119,0.27266384,229,206,0.307128906,0.296061198,8.244912159,0.866861979,0
IMAGEN (44).jpg,Pornografico,0.503000633,0.39759969,34.41511087,78.92275938,165.6364522,0.512773063,0.282969829,0.272433469,0.972377433,0,1.591924288,0,44.54886264,2124.832611,0.126545635,159,377,14.80013021,12.03515625,56.16063025,34.68977865,0
IMAGEN (440).jpg,Pornografico,0.78125,0.721153846,11.03676471,55.59558824,124.1397059,0.808823529,1.017426287,0.738068086,1.385448377,0,0.003738496,0,0.444047034,44.24264069,0.56174063,284,363,0.028483073,0.024414063,4.202719407,0.227864583,0
IMAGEN (441).jpg,Pornografico,0.482273877,0.385126874,34.8424015,95.68461538,93.44308943,0.473858662,0.399923099,0.120745763,-0.19739556,0,0.510403591,0,60.78835985,1515.536147,0.083432042,346,422,4.964029948,0.329915365,41.26764998,9.347005208,0
IMAGEN (442).jpg,Pornografico,0.461065413,0.452363908,32.26580026,107.0847451,87.2273536,0.45536474,0.06043427,0.182286458,-0.1798535,0,0.392494693,0,58.36681202,1363.553391,0.079557098,343,422,3.831705729,0.799967448,29.8259689,10.65852865,0
IMAGEN (443).jpg,Pornografico,0.433255805,0.584518414,9.936374694,251.0837716,179.8934268,0.408082504,0.939094591,0.433861112,0.676822105,0,0.770829315,0,7.081346835,2184.028571,0.050202458,384,100,6.203125,5.483886719,43.42897052,30.57259115,0
IMAGEN (444).jpg,Pornografico,0.809096747,0.353977253,8.55364009,249.1041535,175.6425825,0.621836312,0.482830198,0.301506209,0.370891289,0,0.466061908,0,9.703084896,596.6934342,0.667084182,274,62,6.15250651,3.760904948,46.9724148,23.15397135,0
IMAGEN (445).jpg,Pornografico,0.684305992,0.473962292,122.5224461,97.40034105,162.7977871,0.656210343,0.050074381,0.357321738,-0.321750554,0,0.512798581,0,73.23907359,719.002092,0.399976293,140,118,5.356282552,5.327473958,64.9893943,22.75097656,0
IMAGEN (446).jpg,Pornografico,0.601319204,0.507308074,53.70414695,131.1804776,102.223928,0.612532556,0.374124579,0.544104308,-0.352706055,0,2.019040215,0,75.7279311,2402.947402,0.140717129,382,225,21.0476888,2.327473958,47.46708976,26.63541667,0
IMAGEN (447).jpg,Pornografico,0.564485892,0.847006844,56.1529143,133.4175593,126.4953342,0.568053026,0.849770866,0.628836696,0.651076721,0,1.4735569,0,73.07160396,2033.533188,0.138336956,313,219,14.8186849,6.365234375,62.20304514,32.83105469,0
IMAGEN (448).jpg,Pornografico,0.386995863,0.21633383,33.45310921,70.10978356,195.8764832,0.420748187,0.949098296,0.419871504,0.667306135,76593,2.19175299,1,45.51586005,3140.459162,0.082960482,286,293,21.19466146,3.543945313,55.31748955,28.57519531,0
IMAGEN (449).jpg,Pornografico,0.397610468,0.391013135,130.3670739,94.20543922,136.2041984,0.491203853,0.474774327,0.474322658,0.424104794,0,3.68116895,1,70.32361305,6137.656347,0.031821043,276,256,31.05192057,13.1788737,57.66043097,46.50488281,0
IMAGEN (45).jpg,Pornografico,0.463943042,0.551886648,27.64428753,95.44394971,162.0117849,0.516220856,0.159580414,0.102469409,1.538549444,0,2.48661909,0,52.20702053,3529.304833,0.084064894,233,257,27.12451172,3.015625,57.96287521,37.74967448,0
IMAGEN (450).jpg,Pornografico,0.382298696,0.460096298,158.9065728,74.21314554,97.03779343,0.444600939,1.158243553,0.573942162,0.753151281,0,0.050394589,0,45.03281228,318.4680374,0.146514064,398,249,0.384928385,0.272949219,23.47669241,3.162760417,0
IMAGEN (451).jpg,Pornografico,0.369234773,0.804306306,49.4804928,70.6866238,218.7083156,0.432947334,1.206989905,0.512295319,1.288715173,0,1.903976872,0,49.46548801,3399.557575,0.058747853,442,300,17.5875651,7.26546224,57.0308753,27.3264974,0
IMAGEN (452).jpg,Pornografico,0.649290923,0.625202123,19.77787534,106.5007533,208.6226326,0.606060606,0.492555977,0.044708554,1.36591961,140800,3.500886908,1,32.65086471,4706.542423,0.085217323,220,237,48.89908854,6.856608073,64.69418109,59.29166667,0.188247264
IMAGEN (453).jpg,Pornografico,0.460963862,0.417862124,26.27090947,92.02686123,182.7799154,0.463114754,0.557098269,0.450378643,0.125769421,0,0.434622731,0,38.71727011,1391.903679,0.111747797,332,139,5.608235677,5.204752604,58.66369817,19.90657552,0
IMAGEN (454).jpg,Pornografico,0.515743519,0.428250128,28.09128745,82.81327659,190.9789822,0.464626869,1.134562843,0.486280616,1.325817664,0,1.663529798,0,34.2539667,2520.795165,0.122658607,332,278,20.19026693,2.715169271,47.89583015,25.82389323,0.173094584
IMAGEN (455).jpg,Pornografico,0.522086332,0.545169806,18.52761361,90.13206493,193.5189607,0.524438631,0.411156422,0.296371115,0.137341277,0,3.078966647,0,23.35059859,4085.377993,0.098768389,343,325,42.7023112,3.72265625,61.27072576,45.21614583,0
IMAGEN (456).jpg,Pornografico,0.552142275,0.443929541,23.03320882,83.66340197,123.5960277,0.450756195,0.485359206,0.621085208,1.14840969,0,0.229394061,0,16.54130684,784.2497834,0.193016736,250,353,3.075195313,1.111165365,47.86339396,5.368489583,0
IMAGEN (457).jpg,Pornografico,0.607807073,0.752718559,22.01220263,79.1044743,159.2189465,0.459598031,0.518422115,0.560685038,1.266121911,0,0.614209452,0,9.796431974,1423.688384,0.195217238,326,146,10.24983724,6.21858724,46.20857205,21.26106771,0
IMAGEN (458).jpg,Pornografico,0.553562387,0.675606145,6.682476943,181.8248469,187.1719368,0.552274665,0.121771936,0.384046573,-0.124354995,0,0.32102425,0,7.640168184,1574.724963,0.068082911,98,279,4.373372396,2.420247396,30.57113047,22.06803385,0
IMAGEN (459).jpg,Pornografico,0.673880443,0.680402417,13.66565104,125.7073991,154.1626367,0.720224609,0.368493928,0.248016564,-1.031105159,0,4.747110631,0,6.753587576,8297.667673,0.037645842,360,237,67.14257813,5.176106771,75.28264009,72.62532552,0
IMAGEN (46).jpg,Pornografico,0.719441335,0.607004333,18.92569567,93.30972173,160.9395738,0.694610778,0.312139014,0.528636436,-0.523919348,0,0.817441516,0,34.24829193,1184.239682,0.362791392,157,390,13.1796875,9.329101563,66.85149309,56.57096354,0
IMAGEN (460).jpg,Pornografico,0.315341649,0.656606762,17.0187528,59.94639125,211.1579962,0.468757775,0.36997193,0.473388979,-0.655247999,0,1.534861821,0,23.10027506,2683.956636,0.071481514,401,248,13.33870443,10.28564453,56.59627678,28.12402344,0
IMAGEN (461).jpg,Pornografico,0.441631545,0.619969397,24.21897204,96.38580478,169.1372193,0.445446781,0.690578767,0.548117428,0.279758447,75105,1.500097969,1,34.7243286,4791.350647,0.035349663,270,316,21.0218099,4.64860026,55.05329476,32.71907552,0.121897316
IMAGEN (462).jpg,Pornografico,0.730755445,0.624713959,16.25714286,93.18075802,74.32886297,0.717784257,0.39605826,0.412339947,0.956133375,0,0.024119544,0,35.53866699,145.8406204,0.68741539,262,285,7.727213542,1.529296875,46.66612446,31.94173177,0
IMAGEN (463).jpg,Pornografico,0.569553313,0.746370968,13.73830275,68.88817533,204.4930237,0.557575178,0.309876745,0.339155085,0.947094611,0,1.685852111,0,18.31101479,2365.709812,0.199698262,352,297,28.95117187,0.301269531,75.42832183,28.7906901,0
IMAGEN (464).jpg,Pornografico,0.51958437,0.595954693,24.28436463,71.54332481,186.0838219,0.545886338,0.537503443,0.204058564,-0.259102018,157914,2.952118233,1,35.81602975,5166.868325,0.070483678,330,222,48.7430013,1.198893229,54.92102326,51.6233724,0
IMAGEN (465).jpg,Pornografico,0.449318502,0.414949532,15.512897,70.68788936,167.3344597,0.428249622,0.366202566,0.338221938,0.475942071,0,1.902569734,0,18.42644068,6183.922148,0.035639978,281,183,35.30485026,0.861490885,53.18786138,36.2734375,0
IMAGEN (466).jpg,Pornografico,0.591004318,0.286806131,22.78142118,107.1734266,153.1031833,0.562004662,0.685128519,0.312096037,1.442636658,0,2.742760934,0,41.87062468,5610.404471,0.064533289,360,231,52.6188151,6.529134115,59.90721777,56.19270833,0.330384808
IMAGEN (467).jpg,Pornografico,0.731925769,0.37798688,17.98582357,134.9649284,179.410026,0.683297526,0.431618672,0.122233831,-0.770014762,209909,3.596935659,1,4.294860991,7143.881743,0.055162587,321,244,72.92594401,3.591796875,69.78952816,69.54622396,0
IMAGEN (468).jpg,Pornografico,0.421817681,0.7065841,18.66760372,69.06577178,189.4504838,0.436980814,0.183694047,0.324335492,1.034985089,0,1.570495226,0,26.16262065,3903.713996,0.073787001,343,299,29.12760417,2.525716146,49.85505738,33.93522135,0
IMAGEN (469).jpg,Pornografico,0.546127896,0.58347508,17.00303231,97.61778999,182.3932799,0.47396054,0.846662087,0.238074081,-0.598911262,0,2.353832438,0,26.34267748,4429.51717,0.093899579,375,255,47.7249349,5.064127604,55.92957605,48.96386719,0
IMAGEN (47).jpg,Pornografico,0.433568375,0.424547833,25.04402985,102.8958144,127.3920182,0.505483452,0.147946572,0.497986217,0.717321705,0,0.758525931,0,43.80291358,2481.273303,0.078728653,188,358,12.55598958,3.291503906,50.49131554,26.39388021,0
IMAGEN (470).jpg,Pornografico,0.372932826,0.390471325,14.1315038,61.4746752,199.2800477,0.418879056,1.647855565,0.523238353,1.055862931,0,0.430108982,0,19.42557975,1518.18795,0.094481074,394,268,5.641113281,2.313639323,45.99374192,15.09667969,0
IMAGEN (471).jpg,Pornografico,0.365012933,0.482580707,29.59559387,61.6802682,209.0440134,0.374808429,0.367214745,0.395558917,0.785398163,0,0.250600042,0,39.81369279,1351.116882,0.101239064,344,125,4.787434896,1.646809896,45.78078728,12.98242188,0
IMAGEN (473).jpg,Pornografico,0.627529968,0.672058515,51.4016276,142.2389811,135.7981771,0.629746094,0.534835915,0.140469434,-1.002271779,193458,3.004348166,1,72.96885459,6207.031888,0.0626488,351,262,62.52441406,0.682779948,66.34009968,63.89550781,0
IMAGEN (474).jpg,Pornografico,0.70031057,0.627441724,16.89111552,86.95216049,156.6090792,0.630911964,1.039525525,0.131941189,1.294151839,171709,2.585522166,1,38.35485896,5361.689609,0.08299447,406,228,61.8046875,15.35986328,65.8685967,67.74772135,0
IMAGEN (475).jpg,Pornografico,0.461286132,0.731663685,32.65639323,74.96994792,110.2591753,0.46469184,0.228128008,0.458954566,-0.256625391,0,1.580514492,0,60.75076177,5573.48564,0.042807691,401,324,34.44645182,7.189453125,50.44329987,44.72949219,0
IMAGEN (476).jpg,Pornografico,0.423669631,0.727300922,18.39238276,107.5103762,164.7875215,0.577572965,0.452225536,0.263425756,1.325817664,0,0.560846394,0,25.14088775,1228.170706,0.173807759,343,268,6.791341146,3.759928385,62.98607636,21.02050781,0
IMAGEN (477).jpg,Pornografico,0.443398454,0.583680114,30.78058875,84.35362868,173.3197756,0.487918974,0.335822325,0.140583698,-1.451955982,0,1.447143662,0,48.96086157,1999.131168,0.243996398,275,289,25.26009115,6.362467448,63.1338125,33.49674479,0
IMAGEN (478).jpg,Pornografico,0.600796701,0.649190613,14.37518063,93.92214323,184.6886307,0.562009903,0.664012756,0.346970144,0.531724067,0,0.415633164,0,12.32896483,1251.193001,0.239566211,216,364,9.71500651,9.19140625,60.3872259,25.43391927,0
IMAGEN (479).jpg,Pornografico,0.656787998,0.47926546,22.60980574,68.79298014,196.9934189,0.591298724,0.33307457,0.619611192,0.802345693,0,1.308608469,0,26.58184941,2703.543289,0.171942127,361,344,32.55501302,4.06266276,62.91661602,36.13248698,0
IMAGEN (48).jpg,Pornografico,0.331191544,0.463822181,27.42710186,87.62812546,168.3865275,0.457784406,1.008632131,0.227064373,1.223961429,0,0.991456838,0,42.96235177,3428.826694,0.055258735,525,216,16.82910156,4.007486979,51.6390601,40.04785156,0
IMAGEN (480).jpg,Pornografico,0.714711366,0.426008359,11.97205729,189.4307878,154.4285482,0.662467448,0.735439486,0.298222786,1.425589022,203510,2.732448073,1,9.430565564,5304.251009,0.097707669,311,237,71.21077474,3.619791667,67.8180203,67.01497396,0
IMAGEN (481).jpg,Pornografico,0.553496774,0.470911598,12.74647806,67.14141844,215.2992899,0.461598223,0.312603635,0.01488505,1.379611867,0,1.062148485,0,18.19093599,3301.613491,0.107747882,393,242,30.42496745,4.11311849,59.58780224,34.20214844,0.131849902
IMAGEN (482).jpg,Pornografico,0.447784345,0.720358652,17.56081913,105.1882753,147.4490353,0.413168797,0.454989012,0.406738139,0.384863648,0,0.915045685,0,16.64074126,2347.581961,0.161176511,279,270,23.00976563,2.035644531,60.89783741,25.33691406,0
IMAGEN (483).jpg,Pornografico,0.599921852,0.510902274,14.38226475,121.2974138,135.1298285,0.659604022,1.110598075,0.425804231,0.190923158,0,0.770962914,0,17.07631402,1533.460028,0.274792875,350,244,16.73860677,10.9703776,62.70829234,43.16438802,0
IMAGEN (484).jpg,Pornografico,0.563398445,0.494104528,67.95932664,136.1239812,181.1212458,0.50849815,0.649171477,0.313132656,-0.165632704,0,1.386888542,1,78.71372605,3305.922148,0.135922609,373,233,38.48095703,6.417154948,56.62130232,49.96875,0
IMAGEN (485).jpg,Pornografico,0.376944133,0.987012987,14.31627907,133.2047736,121.9965116,0.493818849,0.944132079,0.242948778,0.17431339,8069,0.10028532,1,20.4681582,744.7350647,0.137279982,65,447,5.583821615,4.584472656,54.93062345,45.8889974,0
IMAGEN (486).jpg,Pornografico,0.483975327,0.699770218,22.52629134,87.93170839,161.4204334,0.462948887,1.056693524,0.439596318,0.904199474,0,0.674897756,0,30.41696639,2600.17489,0.094209082,353,267,16.49934896,3.298665365,54.34152297,25.2578125,0.035582496
IMAGEN (487).jpg,Pornografico,0.415855739,0.545295233,19.28392253,119.2522852,140.2892057,0.476158854,0.189675013,0.296601115,-1.513009496,0,1.769129539,0,35.87732621,5076.098772,0.062076707,275,228,41.43408203,4.30485026,50.74391577,49.88378906,0.027006934
IMAGEN (488).jpg,Pornografico,0.738312711,0.785113835,14.42986564,100.1864852,215.1303485,0.711628518,0.756268594,0.259355876,0.637172079,0,0.58080023,0,18.54196927,1395.418398,0.318087484,482,327,16.04443359,12.13525391,68.73496158,42.96875,0
